gridID,riparianArea,totalArea,percentRiparian
1481-4-11-17-1,0,1.0388749191854894,0
1481-4-11-17-2,0,1.0695353351914958,0
1481-4-11-17-3,0.05739255802886188,1.0657096047744155,5.385384327188312
1481-4-11-17-4,0,1.0791946333283187,0
1481-4-11-18-1,0,1.069529430665821,0
1481-4-11-18-2,0,1.0658449534340204,0
1481-4-11-18-3,0,1.069377867467463,0
1481-4-11-18-4,0,1.0693719618697985,0
1481-4-11-19-1,0,1.0695195897052363,0
1481-4-11-19-2,0,1.0695136850796714,0
1481-4-11-19-3,0,1.07917874060072,0
1481-4-11-19-4,0.02489299630715698,1.0693621191079468,2.327835993285653
1481-4-11-f-4,0,0.07361726758062839,0
1481-4-12-10-1,0,1.069810834623091,0
1481-4-12-10-2,0,1.079621641739607,0
1481-4-12-10-3,0,1.06965932082396,0
1481-4-12-10-4,0,1.056283721111849,0
1481-4-12-11-1,0,1.0698009968752265,0
1481-4-12-11-2,0,1.0697950941759944,0
1481-4-12-11-3,0,1.0794627793280036,0
1481-4-12-11-4,0,1.0696435775953754,0
1481-4-12-12-1,0,1.0796057568019628,0
1481-4-12-12-2,0,1.0697852562445924,0
1481-4-12-12-3,0,1.056268174590096,0
1481-4-12-12-4,0.0017171802270561458,1.0696337379455418,0.16053908605709782
1481-4-12-13-1,0,1.056408083045125,0
1481-4-12-13-2,0,1.0795898715758323,0
1481-4-12-13-3,4.906220192164183e-4,1.056258457868226,0.046449049999240447
1481-4-12-13-4,0,1.0696238981714548,0
1481-4-12-14-1,0,1.0697695153102278,0
1481-4-12-14-2,0,1.0563925387989133,0
1481-4-12-14-3,0,1.0696179942548647,0
1481-4-12-14-4,0,1.0659332128305734,0
1481-4-12-15-1,0,1.079319778400585,0
1481-4-12-15-2,0,1.0561340741037204,0
1481-4-12-15-3,0.0015941150092929602,1.069356213406332,0.14907240349920997
1481-4-12-15-4,0.015820231793135405,1.065672331115529,1.4845305945566811
1481-4-12-16-1,0,1.0694979392044097,0
1481-4-12-16-2,0.17746893040189146,1.079303887949735,16.442906616320506
1481-4-12-16-3,0.036665858473107216,1.0693463704804331,3.4288102980733997
1481-4-12-16-4,0.11846231434067327,1.0693404646602496,11.078072723855174
1481-4-12-17-1,0.010915161003284157,1.0658076856382936,1.024121063336793
1481-4-12-17-2,0.3071042948042676,1.0694821930375993,28.715232175302884
1481-4-12-17-3,0.045619586146995426,1.0559688488608152,4.320164008266918
1481-4-12-17-4,0.04966813420949131,1.0791409942223131,4.6025620818236845
1481-4-12-18-1,0.036182465450018644,1.0694762881554067,3.3831947328561
1481-4-12-18-2,0,1.0792840244925768,0
1481-4-12-18-3,0,1.0693247156283037,0
1481-4-12-18-4,0,1.0559532966087908,0
1481-4-12-19-1,0,1.0694664465995432,0
1481-4-12-19-2,0,1.056093256723158,0
1481-4-12-19-3,0,1.0791251005227118,0
1481-4-12-19-4,0,1.0559435762949436,0
1481-4-12-4-4,0.020132580329105258,0.05904753575865179,34.09554703754997
1481-4-12-5-2,0,0.05586316264748573,0
1481-4-12-5-3,0.2327548257196918,0.676182913209647,34.4218733086394
1481-4-12-5-4,0.2531315285378248,1.0437578032800705,24.25194118236472
1481-4-12-7-4,0,0.060627485304892065,0
1481-4-12-8-2,0,0.06529971630360186,0
1481-4-12-8-3,0,0.6892596787907481,0
1481-4-12-8-4,0,1.0434817428869083,0
1481-4-12-9-1,0.003559816673718393,0.6760934958793223,0.5265272769838617
1481-4-12-9-2,0.020868525169461964,1.0436197844185606,1.9996291255716847
1481-4-12-9-3,0,1.0568568009405732,0
1481-4-12-9-4,0,1.0800484408465774,0
1481-4-12-a-1,0.035231342106364666,1.0569966127248853,3.333155630039343
1481-4-12-a-2,0.08691112449993194,1.0703714010140075,8.119716615895884
1481-4-12-a-3,0,1.0702239188871234,0
1481-4-12-a-4,0,1.0702199856957941,0
1481-4-12-b-2,0,0.06700052039770782,0
1481-4-12-b-3,0,0.6954588866137117,0
1481-4-12-b-4,0,1.0432075097876192,0
1481-4-12-c-1,0,0.7089262746193782,0
1481-4-12-c-2,0,1.0433455963842497,0
1481-4-12-c-3,0,1.069952485810697,0
1481-4-12-c-4,0,1.0662665555119515,0
1481-4-12-d-1,0,1.0700941137280091,0
1481-4-12-d-2,0,1.079905536081046,0
1481-4-12-d-3,0,1.0699426496805624,0
1481-4-12-d-4,0,1.0699367479461208,0
1481-4-12-e-1,0,1.0567072545857654,0
1481-4-12-e-2,0,1.0700783784475774,0
1481-4-12-e-3,0,1.06625087169528,0
1481-4-12-e-4,0,1.0699269116275758,0
1481-4-12-f-1,0,1.079889656342715,0
1481-4-12-f-2,0,1.0566917157872096,0
1481-4-12-f-3,0,1.0699210097810625,0
1481-4-12-f-4,0,1.0662351875901221,0
1481-4-13-1-1,0.024311230555057524,0.6762710742160678,3.594894337782975
1481-4-13-1-2,0.20479293392976375,1.0534728251120449,19.43979275478534
1481-4-13-1-3,0.39529429940573124,1.0705168919706791,36.925554596158406
1481-4-13-1-4,0.15162172252124548,1.0571305774527193,14.342761978051556
1481-4-13-10-1,0,1.0697596770986468,0
1481-4-13-10-2,0,1.056382823502302,0
1481-4-13-10-3,0,1.0696081542996765,0
1481-4-13-10-4,0,1.0562331938823313,0
1481-4-13-11-1,0,1.0697498387595639,0
1481-4-13-11-2,0,1.0697439357062504,0
1481-4-13-11-3,0,1.0794111428140103,0
1481-4-13-11-4,0,1.0695924101509675,0
1481-4-13-12-1,0,1.0563672787899374,0
1481-4-13-12-2,0,1.0697340971885025,0
1481-4-13-12-3,0,1.0562176464453266,0
1481-4-13-12-4,0,1.0793952540309728,0
1481-4-13-13-1,0,1.0563575631960929,0
1481-4-13-13-2,0.16192901768752188,1.069724258565992,15.137454011241566
1481-4-13-13-3,0.15441996875800937,1.056207929153353,14.620224341791399
1481-4-13-13-4,0,1.0695727295584156,0
1481-4-13-14-1,0.2673148267509416,1.0563478475031705,25.30556836772835
1481-4-13-14-2,0.030793015722960233,1.0697144198297859,2.878620232852433
1481-4-13-14-3,0,1.0561982117493078,0
1481-4-13-14-4,0.008217747286044061,1.0695628890899718,0.7683276383155047
1481-4-13-15-1,0,1.0792681333991885,0
1481-4-13-15-2,0,1.0694506998545081,0
1481-4-13-15-3,0,1.06930502894409,0
1481-4-13-15-4,0,1.0692991228518487,0
1481-4-13-16-1,0,1.0694467631353588,0
1481-4-13-16-2,0,1.0694408579981625,0
1481-4-13-16-3,0,1.0656154366338253,0
1481-4-13-16-4,0,1.069289279252708,0
1481-4-13-17-1,0,1.0560679878467172,0
1481-4-13-17-2,0,1.0694310160297453,0
1481-4-13-17-3,0,1.0559183029843644,0
1481-4-13-17-4,0,1.079089338640347,0
1481-4-13-18-1,0.17329129160104692,1.0560582688525544,16.409254745889562
1481-4-13-18-2,0,1.0792323773824424,0
1481-4-13-18-3,0.2583680856624246,1.0559085822807028,24.46879303740141
1481-4-13-18-4,0.00895153441105783,1.0692695917531327,0.8371634693530604
1481-4-13-19-1,0,1.0560485497357621,0
1481-4-13-19-2,0.0020847133389487863,1.0694113317607568,0.1949402701312658
1481-4-13-19-3,0,1.055898861466594,0
1481-4-13-19-4,0.011649705924428998,1.0790694702854753,1.07960666530089
1481-4-13-2-1,0.20750187399998307,1.0706584271308481,19.38077249866205
1481-4-13-2-2,0.0045432038062438364,1.0572703442183435,0.42971070087118524
1481-4-13-2-3,0.008225796774953604,1.0705070622806028,0.76840191576405
1481-4-13-2-4,0,1.05712087057285,0
1481-4-13-3-1,0,1.0706485990495682,0
1481-4-13-3-2,0,1.057260638940774,0
1481-4-13-3-3,0,1.070497232465461,0
1481-4-13-3-4,0,1.0571111635776609,0
1481-4-13-4-1,0,1.0804611449040473,0
1481-4-13-4-2,0,1.057250933538951,0
1481-4-13-4-3,0,1.0704874025536777,0
1481-4-13-4-4,0,1.0571014564809575,0
1481-4-13-5-1,0,1.0706289425581024,0
1481-4-13-5-2,0,1.0572412280388623,0
1481-4-13-5-3,0,1.0704775725127682,0
1481-4-13-5-4,0,1.0570917492648735,0
1481-4-13-6-1,0.043824030144125226,1.0703655022153555,4.094305174580254
1481-4-13-6-2,0,1.0666781533319503,0
1481-4-13-6-3,0,1.0702140858495162,0
1481-4-13-6-4,0,1.0568315547034144,0
1481-4-13-7-1,0,1.07035567079629,0
1481-4-13-7-2,0,1.056971370627068,0
1481-4-13-7-3,0,1.080022640337646,0
1481-4-13-7-4,0,1.0568218444151058,0
1481-4-13-8-1,0,1.070345839252971,0
1481-4-13-8-2,0,1.056961661935374,0
1481-4-13-8-3,0,1.0701944194340258,0
1481-4-13-8-4,0,1.080006762721166,0
1481-4-13-9-1,0,1.070336007608138,0
1481-4-13-9-2,0,1.070330108558543,0
1481-4-13-9-3,0,1.0701845860683248,0
1481-4-13-9-4,0,1.0701786859914064,0
1481-4-13-a-1,0,1.0703261758455485,0
1481-4-13-a-2,0,1.08013972882092,0
1481-4-13-a-3,0,1.056796597130321,0
1481-4-13-a-4,0.16837664909959585,1.0701688524234891,15.733652565040787
1481-4-13-b-1,0,1.070062642869912,0
1481-4-13-b-2,0,1.0566820039087832,0
1481-4-13-b-3,0,1.0699111732879132,0
1481-4-13-b-4,0,1.0565324268398508,0
1481-4-13-c-1,0,1.0700528079888076,0
1481-4-13-c-2,0,1.0566722918971703,0
1481-4-13-c-3,0,1.0797169452720137,0
1481-4-13-c-4,0,1.0698954346615748,0
1481-4-13-d-1,0,1.0700429729980678,0
1481-4-13-d-2,0,1.0700370719522982,0
1481-4-13-d-3,0,1.0698914999629632,0
1481-4-13-d-4,0,1.079701062071845,0
1481-4-13-e-1,0,1.0566567524805963,0
1481-4-13-e-2,0,1.0700272367739603,0
1481-4-13-e-3,0,1.0565071709734648,0
1481-4-13-e-4,0,1.069875760974422,0
1481-4-13-f-1,0,1.0566470401855559,0
1481-4-13-f-2,0.12038160700841248,1.070017401500605,11.250434510652621
1481-4-13-f-3,0.0159488586133793,1.066190094202757,1.4958738315145432
1481-4-13-f-4,0.16366211197177322,1.0698659239631445,15.297441324751565
1481-4-14-1-1,0,1.0706191141381711,0
1481-4-14-1-2,0,1.0572315224226416,0
1481-4-14-1-3,0,1.070467742372781,0
1481-4-14-1-4,0,1.057082041944839,0
1481-4-14-10-1,0,1.056338131690055,0
1481-4-14-10-2,0.23160720235696436,1.069704580975011,21.65151075130105
1481-4-14-10-3,0.05629906831147522,1.056188494232379,5.330399698435693
1481-4-14-10-4,0.0704044687358737,1.0695530485118925,6.5826065227741575
1481-4-14-11-1,0.2776038740990087,1.0563284157664925,26.280072556561297
1481-4-14-11-2,0,1.0795084552384169,0
1481-4-14-11-3,0.287746846361734,1.056178776608251,27.24414206520859
1481-4-14-11-4,0.24849287748283894,1.0695432078225537,23.233552012240537
1481-4-14-12-1,0.0954368268385306,1.056318699735731,9.034851589999013
1481-4-14-12-2,0.13088501540745795,1.0696849029389919,12.235847682607034
1481-4-14-12-3,0.23918196264549346,1.056169058867991,22.64618155940397
1481-4-14-12-4,0.11162056174786389,1.0793455997403711,10.34150338637721
1481-4-14-13-1,0.0772842888577953,1.0696809672739656,7.224984946189225
1481-4-14-13-2,0,1.0563050971078276,0
1481-4-14-13-3,0,1.0561593410245926,0
1481-4-14-13-4,0,1.0561554538573474,0
1481-4-14-14-1,0,1.0696711280439943,0
1481-4-14-14-2,0.08046845323660225,1.0562953808090687,7.617987799489144
1481-4-14-14-3,0,1.0695195897052363,0
1481-4-14-14-4,0.10180068080946059,1.0561457358539625,9.638885747822304
1481-4-14-15-1,0,1.0560388305190802,0
1481-4-14-15-2,0,1.069401489452876,0
1481-4-14-15-3,0.0404647728099525,1.055889140537165,3.8322936808846007
1481-4-14-15-4,0.06474053943434357,1.0692499038109555,6.0547622406697705
1481-4-14-16-1,0.4392877344892919,1.0560291111862659,41.598070530065996
1481-4-14-16-2,0.05628886403763294,1.0693916470402332,5.26363415998472
1481-4-14-16-3,0.2874277235495076,1.0558794195078463,27.221642759499936
1481-4-14-16-4,0.0645013288160786,1.0692400596522689,6.032445963262478
1481-4-14-17-1,0.0528548533089757,1.0560193917503133,5.005102531438435
1481-4-14-17-2,0,1.0693818045082093,0
1481-4-14-17-3,0.021456871813960374,1.0558696983550862,2.032151490604145
1481-4-14-17-4,0,1.0692302154148072,0
1481-4-14-18-1,0,1.0560096721917316,0
1481-4-14-18-2,0,1.0693719618697985,0
1481-4-14-18-3,0.050025628060653804,1.055859977101624,4.7379036184301695
1481-4-14-18-4,0.16062563341178,1.0692203710336015,15.022687348961119
1481-4-14-19-1,0,1.0693680247770772,0
1481-4-14-19-2,0.06610028811792285,1.0559960646302402,6.259520308067438
1481-4-14-19-3,0.10691817477606982,1.0558502557393388,10.126263094116734
1481-4-14-19-4,0.06437026949888468,1.0558463671508953,6.096556421611029
1481-4-14-2-1,0.03904118889556825,1.0706092856142893,3.646632755773959
1481-4-14-2-2,0,1.0572218166975975,0
1481-4-14-2-3,0.048122890225842596,1.0704579121207223,4.495542485225283
1481-4-14-2-4,0.1301200860727802,1.0570723345029875,12.309477963394041
1481-4-14-3-1,0,1.0705994569726511,0
1481-4-14-3-2,0,1.0572121108556092,0
1481-4-14-3-3,0,1.0704480817452222,0
1481-4-14-3-4,0.01117015024062991,1.057062626968555,1.056716031354138
1481-4-14-4-1,0,1.0705896282294989,0
1481-4-14-4-2,0,1.0572024049112945,0
1481-4-14-4-3,0.012520503830373288,1.0704382512641475,1.1696614742220808
1481-4-14-4-4,0,1.0570529193155542,0
1481-4-14-5-1,0,1.0571985225062817,0
1481-4-14-5-2,0,1.070575867791742,0
1481-4-14-5-3,0,1.0606079764422476,0
1481-4-14-5-4,0,1.0704244883965477,0
1481-4-14-6-1,0,1.0703163439708874,0
1481-4-14-6-2,0,1.0703104447929785,0
1481-4-14-6-3,0,1.0567868864424528,0
1481-4-14-6-4,0,1.0701590187540575,0
1481-4-14-7-1,0.030806329600319267,1.0703065119898394,2.8782717151787
1481-4-14-7-2,0.21049986111279578,1.056922826037325,19.91629435254169
1481-4-14-7-3,0.12849338861504198,1.0567771756360158,12.15898597901766
1481-4-14-7-4,0.30619814589251576,1.056773291280307,28.974818763781318
1481-4-14-8-1,0.11598532520252466,1.0702966798934714,10.836745304495283
1481-4-14-8-2,0.1563743119919449,1.056913116784461,14.795380008878697
1481-4-14-8-3,0.045778489637218416,1.0701452514312044,4.277782812753184
1481-4-14-8-4,0,1.056763580323629,0
1481-4-14-9-1,0,1.0702868476931529,0
1481-4-14-9-2,0,1.056903407418713,0
1481-4-14-9-3,0.0015952808250635862,1.0701354174848423,0.14907279947924743
1481-4-14-9-4,0,1.056753869257316,0
1481-4-14-a-1,0,1.0702770153645202,0
1481-4-14-a-2,0,1.056893697951451,0
1481-4-14-a-3,0,1.0701255834426509,0
1481-4-14-a-4,0,1.047049257548511,0
1481-4-14-b-1,0.22001084891540557,1.0566373277971224,20.821794113036322
1481-4-14-b-2,0.09251753185623884,1.0700075660875663,8.64643716441417
1481-4-14-b-3,0.13287222683639824,1.0564877428766788,12.576788299938476
1481-4-14-b-4,0.17336241182047873,1.0796712803035975,16.05696242765022
1481-4-14-c-1,0.16933409672931582,1.0566276152836234,16.02590111028497
1481-4-14-c-2,0.2445539721474722,1.069997730597377,22.85555989085494
1481-4-14-c-3,0.18403495020592212,1.0564780286650508,17.41966659150175
1481-4-14-c-4,0.054600066807821396,1.0698462496084347,5.103543320155126
1481-4-14-d-1,0.17632782615553588,1.069993796348676,16.47933163325336
1481-4-14-d-2,0.03828235825068504,1.0566140175828114,3.6231166361262743
1481-4-14-d-3,0.02834090053038299,1.056468314339727,2.682607717212562
1481-4-14-d-4,0.11912942255818099,1.05646442857825,11.276236031770692
1481-4-14-e-1,0.06589402248155325,1.0699839606976882,6.158412172700864
1481-4-14-e-2,0,1.0566043048118725,0
1481-4-14-e-3,0,1.0698324772910848,0
1481-4-14-e-4,0,1.0564547141010612,0
1481-4-14-f-1,0,1.0699741249175743,0
1481-4-14-f-2,0,1.05659459192805,0
1481-4-14-f-3,0,1.0698226397787334,0
1481-4-14-f-4,0,1.0564449995044918,0
1481-4-15-1-1,0,1.0693148723361419,0
1481-4-15-1-2,0,1.0791191403141618,0
1481-4-15-1-3,0,1.069163271495521,0
1481-4-15-1-4,0,1.0789661475779861,0
1481-4-15-10-1,0,1.078206748009622,0
1481-4-15-10-2,0,1.0683989562480076,0
1481-4-15-10-3,0,1.0780535953814536,0
1481-4-15-10-4,0,1.0682471948793903,0
1481-4-15-11-1,0,1.0781948150072993,0
1481-4-15-11-2,0,1.0781888484438509,0
1481-4-15-11-3,0,1.0780416602867842,0
1481-4-15-11-4,0.019967589118532837,1.0780356926849484,1.852219667124536
1481-4-15-12-1,0.05354074788755178,1.078182881841883,4.965831751667859
1481-4-15-12-2,0.0055137765702977775,1.0683753068724497,0.5160898548318893
1481-4-15-12-3,0.03711972549943626,1.0780297250306607,3.443293319057647
1481-4-15-12-4,0.012862147244140506,1.078023757341951,1.1931228005451655
1481-4-15-13-1,0,1.055015750127755,0
1481-4-15-13-2,0.09348676231364905,0.8947667956302613,10.448170715565979
1481-4-15-13-3,0.01984439751020074,1.0355105435594991,1.9163877793061317
1481-4-15-13-4,0.012004447379402816,0.21828873315167427,5.499343555703229
1481-4-15-14-1,0.5562374285425842,1.0149453079534172,54.80467018111618
1481-4-15-14-2,0.02903503193332255,1.0781550371423363,2.6930293819597853
1481-4-15-14-4,0,0.1852305759523809,0
1481-4-15-15-1,0.05315991055450588,1.0779004159519077,4.931801655124113
1481-4-15-15-2,0,1.0680954069416746,0
1481-4-15-15-3,0.0449479342469275,1.0777472097086906,4.170545174417727
1481-4-15-15-4,0.03049447673601657,1.0679435924567877,2.8554388969050786
1481-4-15-16-1,0.0013472646228447557,1.0778884787607939,0.12499109596139789
1481-4-15-16-2,0.05328074281717092,1.0778825101074576,4.943093734015518
1481-4-15-16-3,0.021800418137162925,1.0777352704285086,2.0227989874076457
1481-4-15-16-4,0.02890267023859173,1.0777293007294089,2.6818116774806398
1481-4-15-17-1,0.03870467161629349,1.0778765414082259,3.5908260481971848
1481-4-15-17-2,0.05573093677978218,1.077870572673753,5.170466491309497
1481-4-15-17-3,0.028045847418487074,1.0777233309934289,2.602323491747631
1481-4-15-17-4,0.04151754782623052,1.0777173612082749,3.852359562964025
1481-4-15-18-1,0.09798719388426096,1.0547159853042514,9.290386724914843
1481-4-15-18-2,0.04299264633985609,1.0582631587901117,4.062566667161372
1481-4-15-18-3,0.05082420683832466,1.0777113913805039,4.715938538352179
1481-4-15-18-4,0.02743225493197143,1.0679100713837817,2.5687794943655815
1481-4-15-19-1,0.012247888940833509,0.6552684935149625,1.869140522098647
1481-4-15-19-2,0,0.019596018871665,0
1481-4-15-19-3,0.005143890285283327,1.0679041557638274,0.481680894069011
1481-4-15-19-4,0,1.058101008551538,0
1481-4-15-2-1,0,1.0791131800556182,0
1481-4-15-2-2,0,1.0692971541300713,0
1481-4-15-2-3,0,1.0789601862843334,0
1481-4-15-2-4,0,1.06914555017256,0
1481-4-15-3-1,0.030656499584175646,1.0656134747052937,2.8768873810134594
1481-4-15-3-2,0,1.079097285848707,0
1481-4-15-3-3,0.035678918665625156,1.055776369711645,3.379401139217563
1481-4-15-3-4,0,1.0789442892950027,0
1481-4-15-4-1,0.0301653846847862,1.0692814043095633,2.8210894310150314
1481-4-15-4-2,0,1.0692754980500265,0
1481-4-15-4-3,0.031142019653700292,1.078938327843994,2.8863577138769685
1481-4-15-4-4,0,1.0691238902902007,0
1481-4-15-5-1,0.01986404925212264,1.07907940452151,1.8408329515779094
1481-4-15-5-2,0,1.0790734440023453,0
1481-4-15-5-3,0.03911104096672684,1.0789264048223197,3.6249961806401187
1481-4-15-5-4,0,1.0789204432532937,0
1481-4-15-6-1,0,1.0690116440606265,0
1481-4-15-6-2,0,1.0788131280305981,0
1481-4-15-6-3,0,1.068859990020901,0
1481-4-15-6-4,0.057974476178236305,1.0786600816277414,5.3746752258367145
1481-4-15-7-1,0,1.0788071656764298,0
1481-4-15-7-2,0,1.0788012032976746,0
1481-4-15-7-3,0.2382715467772782,1.078654118240103,22.089708160205635
1481-4-15-7-4,0.01458534871121496,1.0786481548082083,1.352187796011049
1481-4-15-8-1,0.010420009770594537,1.0689880114040449,0.9747545958825623
1481-4-15-8-2,0.020472781785942615,1.0787912658956647,1.8977519037424835
1481-4-15-8-3,0,1.068836353240408,0
1481-4-15-8-4,0.03333964783089608,1.0651542565137149,3.130030005233031
1481-4-15-9-1,0.03322160935837776,1.078785303407088,3.0795385563239663
1481-4-15-9-2,0,1.0689722559539676,0
1481-4-15-9-3,0.028068776617370547,1.0786322521327436,2.602256381808637
1481-4-15-9-4,0.011153203250817954,1.0786262885623426,1.0340192306719695
1481-4-15-a-1,0.042537416271440684,1.0689663475788758,3.979303592464306
1481-4-15-a-2,0.004780781006753445,1.0787674156749993,0.44317069066848347
1481-4-15-a-3,0.05920203860318661,1.0688146856121123,5.539036785341462
1481-4-15-a-4,0,1.0786143612740189,0
1481-4-15-b-1,0.45847280318418143,1.068708309425883,42.89971352711537
1481-4-15-b-2,0.6836310051889419,1.0785070084235073,63.38679302494567
1481-4-15-b-3,0.24497208550874888,1.068556602241464,22.92551325731194
1481-4-15-b-4,0.009191158550530673,1.0685506910255997,0.8601518512621014
1481-4-15-c-1,0.5250521342523321,1.078501043983549,48.6835072790473
1481-4-15-c-2,0.5975899356640577,1.078495079510808,55.40961169105353
1481-4-15-c-3,0,1.078347942899391,0
1481-4-15-c-4,2.4509466925263406e-4,1.0783419773882628,0.022728844317667366
1481-4-15-d-1,0.42757915570992977,1.0686846684898064,40.00985214040321
1481-4-15-d-2,0.1832130397805795,1.0553212464659438,17.36087853761333
1481-4-15-d-3,0.35758179602131246,1.0783360118230432,33.160516953967054
1481-4-15-d-4,0.617115595660597,1.0685270457966924,57.75385827510584
1481-4-15-e-1,0.08161884637262672,1.0784791740447284,7.567957577384029
1481-4-15-e-2,0.06238025981412828,1.0784732094244658,5.784126974041192
1481-4-15-e-3,0.5071935470991582,1.0783260691274703,47.03526712560653
1481-4-15-e-4,0.6010344251437187,1.0783201034614445,55.73803393021958
1481-4-15-f-1,0,1.0686629970730022,0
1481-4-15-f-2,0,1.0686570865864158,0
1481-4-15-f-3,0.18820777049735934,1.0783141377560794,17.45389065277497
1481-4-15-f-4,0,1.0685053704395144,0
1481-4-16-1-1,0,1.0692597478283346,0
1481-4-16-1-2,0.051991761131048204,1.0790635096933692,4.818229943279463
1481-4-16-1-3,0,1.055743313362345,0
1481-4-16-1-4,0.04524073421782255,1.0691022298742832,4.231656520176041
1481-4-16-10-1,0,1.0683477151213736,0
1481-4-16-10-2,0.031118965266510843,1.0549885031147077,2.949697098559501
1481-4-16-10-3,0.04655137789270282,0.5243173600680903,8.87847350441676
1481-4-16-10-4,0.020947536793470382,0.786457173684597,2.6635317846145354
1481-4-16-11-1,0,1.0781391254910082,0
1481-4-16-11-2,0,1.0781331585448235,0
1481-4-16-11-3,0.00881981958515197,1.0681860886415466,0.8256819367839243
1481-4-16-11-4,0,1.0779799930265546,0
1481-4-16-12-1,0.07510185945658386,1.0683260352683366,7.029863260584131
1481-4-16-12-2,0,1.054967094127439,0
1481-4-16-12-3,0.0022050904157161714,1.0779740249952674,0.20455877085960883
1481-4-16-12-4,0.058062623854868115,1.0644944384921342,5.454478835710437
1481-4-16-13-1,0.056233545974351463,1.0683161806114614,5.2637549627082905
1481-4-16-13-2,0.05647860538727045,1.0781112793973833,5.23866195137477
1481-4-16-13-3,0.03111396972962469,1.0681644047498704,2.9128446511855612
1481-4-16-13-4,0.04520153030127287,1.068158490873523,4.231725037761744
1481-4-16-14-1,0.06811579852273315,1.078105312264338,6.3181024847813765
1481-4-16-14-2,0.048393018321827054,1.0549456846179814,4.58725212372912
1481-4-16-14-3,0.07705000126615912,1.0779521418754012,7.147812808471158
1481-4-16-14-4,0.026826026516906916,1.0644728287812322,2.5201231813142067
1481-4-16-15-3,0.021430517447419466,0.6230820663654506,3.439437371777929
1481-4-16-15-4,0,0.010286333304345608,0
1481-4-16-16-1,0,7.349354937672615e-4,0
1481-4-16-16-2,0,0.32458932028409837,0
1481-4-16-17-1,0,0.5897585183931887,0
1481-4-16-17-2,8.574100474342705e-4,0.7936783232300878,0.10802991871376924
1481-4-16-18-1,0.056218248031400145,0.9879171285858452,5.6905833905191825
1481-4-16-18-2,0.03980544672527164,1.0680066874138863,3.727078415740835
1481-4-16-18-4,0.0014696240824759008,0.05584545734833181,2.6315910948839254
1481-4-16-19-1,0.032211804684571924,1.068000772455804,3.0160843994993374
1481-4-16-19-2,0.022658312279343604,1.0643215456946193,2.1288972652109446
1481-4-16-19-3,0.0030616887985542417,0.29857256171271207,1.0254421173169332
1481-4-16-19-4,0,0.4848346780082434,0
1481-4-16-2-1,0.08975726215343922,1.0790575490627439,8.318116325806837
1481-4-16-2-2,0,1.069242028495051,0
1481-4-16-2-3,0.12762982597447187,1.0789045455263555,11.829575332098193
1481-4-16-2-4,0.10580411211666464,1.0788985838147254,9.806678190508583
1481-4-16-3-1,0.13095664087533207,1.055871642599769,12.402704608383118
1481-4-16-3-2,0.07136182708624006,1.0790416538403929,6.613445072510203
1481-4-16-3-3,0.05431440018971264,1.0557219232859463,5.144763880687299
1481-4-16-3-4,0.06681767863173038,1.0690805689118132,6.250013382970958
1481-4-16-4-1,0,1.079035693052411,0
1481-4-16-4-2,0.0072339490240067245,1.0692203710336015,0.6765629630694148
1481-4-16-4-3,0.05713066030009091,1.0788826856927574,5.295354263972357
1481-4-16-4-4,0.06412114869116246,1.0788767238237709,5.943324874403013
1481-4-16-5-1,0.018146234639324247,1.0558502557393388,1.7186371401328777
1481-4-16-5-2,0.01900637983583659,1.0790197974465043,1.7614486667265148
1481-4-16-5-3,0.06595799650365114,1.0557005326670557,6.247794186199659
1481-4-16-5-4,0.005393964014425874,1.0690589073987304,0.5045525533808652
1481-4-16-6-1,0.046459707742102445,1.0652779162453114,4.361275779174581
1481-4-16-6-2,0.009684856933802366,1.0689505917430446,0.9060153957172251
1481-4-16-6-3,0.04890509942315519,1.0651267741703987,4.5914815596712595
1481-4-16-6-4,0.008579293065324425,1.0786044217476993,0.7954068138737188
1481-4-16-7-1,0.06717723164588213,1.0689446832185239,6.2844441532386695
1481-4-16-7-2,0.1401138577079028,1.0787455524074285,12.9885919246862
1481-4-16-7-3,0.07341885886408389,1.0687930174526945,6.869324337378865
1481-4-16-7-4,0.007599690339274705,1.0687871078504994,0.711057448527695
1481-4-16-8-1,4.903506326973438e-4,1.0652563261391967,0.046031234048101756
1481-4-16-8-2,0.11007985676926374,1.0689289269725755,10.298145554076484
1481-4-16-8-3,0.00343164710085094,1.0785865303144604,0.31816150159509665
1481-4-16-8-4,0.05270341852107644,1.0785825543937833,4.8863592597878025
1481-4-16-9-1,0.028684929476596416,1.0689230183116198,2.683535576014136
1481-4-16-9-2,0.060433155611224476,1.0787236885899305,5.602283165786464
1481-4-16-9-3,0.06912603612828255,1.0687713487394155,6.467804007827745
1481-4-16-9-4,0.0811379194843769,1.0687654390024095,7.591742446323059
1481-4-16-a-1,0.0902197020246312,1.0652347354979068,8.469466777429217
1481-4-16-a-2,0.14636046694494784,1.068907261661239,13.692531821468043
1481-4-16-a-3,0.05601201879391074,1.0650835858395695,5.258931743817867
1481-4-16-a-4,0.1154555925321579,1.078560686498955,10.704598635699462
1481-4-16-b-1,0.036276335721738634,1.078455315305516,3.3637309962593944
1481-4-16-b-2,0.05759836451796442,1.0784513387800008,5.3408403742279775
1481-4-16-b-3,0,1.0684994588793144,0
1481-4-16-b-4,0.04778869106348604,1.0648185192847253,4.48796580806909
