gridID,gridArea,year,percentTOF,percentTOF_Zscore,percentTOF_group,percentRiparian,percentRiparian_Zscore,percentRiparian_group,total_rast_area,Water,Developed,Barren,Forest,Shrubland,Herbaceous,Planted,Wetlands,Water_Zscore,Water_group,Developed_Zscore,Developed_group,Barren_Zscore,Barren_group,Forest_Zscore,Forest_group,Shrubland_Zscore,Shrubland_group,Herbaceous_Zscore,Herbaceous_group,Planted_Zscore,Planted_group,Wetlands_Zscore,Wetlands_group,roadLengthKM,roadLengthKM_Zscore,roadLengthKM_group
1482-3-14-13-2,1.0492746688336134,2020,1.0573858732021466,0.3912628762755754,0,0.5508342746340568,0.424313830893955,0,1.033150967489724,0,0,0,0,0,1.033150967489724,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.0792774277285504,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-13-3,1.0491296620570123,2020,7.135868160995076,1.3041532336720936,1,8.556023364764458,0.5900069869596142,0,1.033008342947956,0,0.05849342354574805,0,0.00220730716863274,0,0.4701624731220285,0.45689550370335386,0.04524963540819285,0.16970882291997166,0,0.6208166033318985,0,0.08979704389253033,0,0.32766566817029064,0,0.10887867008910741,0,0.5191374784934006,0,0.7037439146895171,0,0.20610359586348023,0,2.9961159285362693,1.9632464588329288,1
1482-3-14-13-4,1.049126671963334,2020,14.285654583348556,3.2983785203833578,2,4.49422498317706,0.07534498335403525,0,1.0650104474167508,0,0.03200643243697287,0,0.00110364444094896,0,0.9524398665984254,0,0.0794605039404035,0.16970882291997166,0,0.08942786572711527,0,0.08979704389253033,0,0.3369602599732637,0,0.10887867008910741,0,0.8501256279086817,0,0.7061566860643979,0,0.6236264284493748,0,1.866949026677442,0.9379211580790223,0
1482-3-14-14-1,1.049271679262519,2020,8.942707308234096,1.8081185416676573,1,0.02343948002909935,0.49113892563843176,0,1.064053658098616,0,0,0,0.00441512632262706,0,1.0552233566965836,0,0.0044151750794053,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3090723268383524,0,0.10887867008910741,0,1.1419444915800092,1,0.7061566860643979,0,0.29225614404020633,0,0,0.7573375934120709,0
1482-3-14-14-2,1.0492671948599814,2020,14.85311090153206,3.4566539809324466,2,0,0.49410889327885776,0,1.0430792697784308,0.00331157328084111,0.040840177473336445,0,0.2638067746822534,0,0.7318093599852329,0,0.00331138435676693,0.020829448591283387,0,0.2666527005117874,0,0.08979704389253033,0,1.87541703583389,1,0.10887867008910741,0,0.2237201257253614,0,0.7061566860643979,0,0.3057272381360517,0,2.9829673464515145,1.951307060097148,1
1482-3-14-14-3,1.049122186808735,2020,9.831945326212328,2.056145662563594,2,1.068467161330537,0.3587256471458401,0,1.025276785027177,0,0.04083583787897231,0,0.02759120854321121,0,0.934776703517646,0.00110363224971294,0.020969402837634078,0.16970882291997166,0,0.26656563846833353,0,0.08979704389253033,0,0.1138929315129805,0,0.10887867008910741,0,0.7999770663629325,0,0.7027510675821204,0,0.09022186775809247,0,1.8896878696526187,0.9585688683280018,0
1482-3-14-14-4,1.04911919668898,2020,13.410464639913474,3.054269701913346,2,5.731327894442398,0.2320957137360016,0,1.0296862546358656,0.00331080531299114,0.1015358553826511,0,0.02317722203734517,0,0.6500378704455747,0.18871859711751304,0.06290590433979035,0.020863974347868495,0,1.484344794334093,1,0.08979704389253033,0,0.1510657033813904,0,0.10887867008910741,0,0.008442288057107353,0,0.1238036944224174,0,0.4215876140572315,0,3.443690194898709,2.369660442905898,2
1482-3-14-15-1,1.0490040691436828,2020,0.11204104476541188,0.6549393625600007,0,0,0.49410889327885776,0,1.0417108226464036,0,0,0,0,0,1.0395038629554154,0,0.00220695969098806,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.0973143199770072,1,0.7061566860643979,0,0.3192060691221625,0,0,0.7573375934120709,0
1482-3-14-15-2,1.048999583337158,2020,0.5742082503936458,0.526031242273923,0,0,0.49410889327885776,0,1.0692958373078345,0,0.033104962313234794,0,0,0,1.0328801306409774,0,0.00331074435362219,0.16970882291997166,0,0.11146685089423632,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.0785084783441108,1,0.7061566860643979,0,0.3057350489849813,0,0.9943633770304448,0.1455811220887474,0
1482-3-14-15-3,1.0488545295207203,2020,5.46913653996087,0.8392668512710971,0,0,0.49410889327885776,0,1.0669415303895555,0,0.03972286005914211,0,0,0,0.924606245086708,0.08495886342361562,0.01765356182008981,0.16970882291997166,0,0.2442367949906855,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.7711014987061189,0,0.443988309248642,0,0.1306896896359873,0,1.006256627000102,0.15638063284486847,0
1482-3-14-15-4,1.048851538452804,2020,1.5266663206375068,0.26037072376191756,0,0,0.49410889327885776,0,1.0327344354983663,0.00220668531888723,0.0783398378495276,0,0,0,0.9521879123299514,0,0,0.07050222178059144,0,1.0189804038012151,1,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.8494102892073688,0,0.7061566860643979,0,0.34614066918110703,0,2.543950657336899,1.5526636726037506,1
1482-3-14-16-1,1.056489425598532,2020,12.884160634315608,2.9074724838622914,2,4.594455626462269,0.0880449991720734,0,1.0328771068350031,0.001103522521317,0.022068889677643762,0,0.10924362057349092,0,0.9004610740625514,0,0,0.12009743624712023,0,0.10994163910214202,0,0.08979704389253033,0,0.5737499692691703,0,0.10887867008910741,0,0.7025494738168074,0,0.7061566860643979,0,0.34614066918110703,0,1.2951921553926995,0.4187447767636631,0
1482-3-14-16-2,1.0489921069435777,2020,4.951046097871081,0.6947605682318365,0,0,0.49410889327885776,0,1.0295607048671518,0,0.05076034721037745,0,0.01324135575687885,0,0.4127124234162567,0.5142234853870548,0.03862309309658408,0.16970882291997166,0,0.46567366335890176,0,0.08979704389253033,0,0.23474146679116867,0,0.10887867008910741,0,0.6822474118785099,0,0.8806481633869113,0,0.1252306793051588,0,2.128666489123073,1.1755702916596005,1
1482-3-14-16-3,1.0488470518420636,2020,5.616337942635524,0.8803244076947945,0,4.006636995151372,0.013563726069363756,0,1.0327287281363058,0,0.03420568031480906,0,0.08164996647849666,0,0.916873081343,0,0,0.16970882291997166,0,0.13354973478668528,0,0.08979704389253033,0,0.34136760758186757,0,0.10887867008910741,0,0.7491458027658661,0,0.7061566860643979,0,0.34614066918110703,0,0.9165432218717876,0.0749175436032158,0
1482-3-14-16-4,1.0488440607511995,2020,9.684702091581356,2.0150764383305173,2,1.2071618612921975,0.34115193090839196,0,1.0636191578139391,0,0.05406481767290835,0,0.09047020765835052,0,0.6995121842922298,0.18205882220923883,0.03751312598121165,0.16970882291997166,0,0.5319687884006751,0,0.08979704389253033,0,0.41564803702299297,0,0.10887867008910741,0,0.13202324812834104,0,0.14435460938646136,0,0.11168420609442606,0,1.5284472434203926,0.630549021902859,0
1482-3-14-17-1,1.0489891163690388,2020,1.3305000099299351,0.3150856192993325,0,17.106135798168644,1.67337390541041,1,1.0781119828724264,0,0.04524142374676465,0,0,0,0.4424937043791412,0.5627897915667295,0.02758706317979098,0.16970882291997166,0,0.3549516202161827,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.5976935641645839,0,1.0305153949619883,1,0.009457350232113514,0,0.35069302860503354,0.4388953556571161,0
1482-3-14-17-2,1.0489846304769814,2020,9.754596302968174,2.0345713988102534,2,0,0.49410889327885776,0,1.0328656940270664,0,0.075034952778697,0,0,0,0.7106519511432651,0.16662736477223022,0.08055142533287406,0.16970882291997166,0,0.9526769607825122,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.1636508383271961,0,0.1919734214224687,0,0.636940460201711,0,2.033691785812178,1.0893297491180591,1
1482-3-14-17-3,1.0488395741039516,2020,11.939865148911183,2.6440886813429256,2,6.399574369977383,0.3167678312788703,0,1.0283099427961724,0,0.03751602840310333,0,0.00110330302402377,0,0.8341156958668547,0.08054689519342782,0.07502802030876277,0.16970882291997166,0,0.19996277824817196,0,0.08979704389253033,0,0.3369631352456405,0,0.10887867008910741,0,0.5141842718138101,0,0.457602881088,0,0.5695306629609659,0,0.8544122529560068,0.018500326374447627,0
1482-3-14-17-4,1.0488365829859674,2020,12.44390520298862,2.7846760166812126,2,1.7111203429107782,0.2772964025149615,0,1.032717313299541,0,0.03641035345503689,0,0.01434300027197599,0,0.13019055553278333,0.7899872334779544,0.06178617056179047,0.16970882291997166,0,0.17778044683720226,0,0.08979704389253033,0,0.22546387154130365,0,0.10887867008910741,0,1.4843724454740894,1,1.731607454840006,1,0.40792194467229803,0,2.1505678589368404,1.1954575453102845,1
1482-3-14-18-1,1.0489816398857534,2020,3.144117274206798,0.1907702476017245,0,0.03516394566229425,0.4896533430449337,0,1.0328599875608635,0,0.06951710239917036,0,0.00220684994727372,0,0.3255273711186646,0.6278847075716809,0.0077239565240740694,0.16970882291997166,0,0.8419764461250615,0,0.08979704389253033,0,0.3276695186997948,0,0.10887867008910741,0,0.9297798012370658,0,1.2313870613222564,1,0.25187447995339624,0,3.3488832116100737,2.28357219634645,2
1482-3-14-18-2,1.0489771539498869,2020,7.296933908079175,1.349077846336596,1,10.525097305784836,0.8395042402765132,0,1.0626513461023206,0,0.04082631551831959,0,0.01544796182242035,0,0.9258219000851448,0.00110340668222308,0.07945176199421289,0.16970882291997166,0,0.2663745984522937,0,0.08979704389253033,0,0.2161583415893099,0,0.10887867008910741,0,0.77455293881504506,0,0.7027517636444297,0,0.6235197383157296,0,2.989675095535295,1.9573979443015885,1
1482-3-14-18-3,1.0488320962949098,2020,3.690369967234496,0.3431315726846886,0,0,0.49410889327885776,0,1.068021253817925,0,0.03199656208154559,0,0.00441317549869418,0,0.13239423463368422,0.893700979915777,0.00551630168822407,0.16970882291997166,0,0.08922984415159267,0,0.08979704389253033,0,0.30908875587204243,0,0.10887867008910741,0,1.4781158459899995,1,2.0516501609377764,2,0.2788175638323742,0,1.988522250338014,1.0483141406471408,1
1482-3-14-18-4,1.0488291051508487,2020,4.880924027084374,0.6752020529897298,0,9.487874328480972,0.708079879553732,0,1.0260912937700526,0,0,0,0.04413398681953548,0,0.8970011814029888,0.05957920475316046,0.02537692079436779,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.02542351680833924,0,0.10887867008910741,0,0.6927262819464585,0,0.5223055518486842,0,0.03643079313991935,0,0.27693417057074043,0.5058711261767619,0
1482-3-14-19-1,1.0489741633336247,2020,5.055930408751889,0.7240150008235368,0,0,0.49410889327885776,0,1.0427854899222475,0,0.03641264610922335,0,0,0,0.9390650666851624,0.0540667749982477,0.01324100212961434,0.16970882291997166,0,0.17782644264733052,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.8121524192854643,0,0.5393159578607147,0,0.18454229554650453,0,2.173622822126562,1.2163923044034328,1
1482-3-14-19-2,1.0489696773664654,2020,7.416162918269138,1.3823333162184661,1,19.63724578576919,1.9940855742784966,1,1.0670587176026065,0,0.0706203200865388,0,0.00220694749748706,0,0.8231947872054238,0.1213781920589805,0.0496584707541764,0.16970882291997166,0,0.864109479348294,0,0.08979704389253033,0,0.32766869717217545,0,0.10887867008910741,0,0.48317805522402885,0,0.3316045521184921,0,0.2599107484157956,0,2.8544036458268964,1.8345664659547134,1
1482-3-14-19-3,1.048824618420154,2020,3.732581865133529,0.3549053557346466,0,0,0.49410889327885776,0,1.028292893542767,0,0,0,0.00110337619575858,0,0.5130314236779816,0.4909876752777695,0.02317041839125751,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3369625190235017,0,0.10887867008910741,0,0.39742563132734776,0,0.8089464671203725,0,0.06335981227858244,0,0,0.7573375934120709,0
1482-3-14-19-4,1.056313210314408,2020,5.138221994376052,0.7469678488166174,0,0.04688558575113101,0.48816811847026964,0,1.0327058983039896,0,0.04082230941134691,0,0,0,0.7701203887246889,0.207420010875821,0.01434318929213285,0.16970882291997166,0,0.266294226917521,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.33249129959920865,0,0.06609436202788117,0,0.17109077192613065,0,0.9955403780522186,0.14664988253917444,0
1482-3-14-2-1,1.0501859984305502,2020,0.02100692474350161,0.6803306866327895,0,0.785330189381073,0.394601342487808,0,1.0671910791435582,0,0.02651236466044187,0,0,0,0.15687567668807503,0.8838030377950412,0,0.16970882291997166,0,0.020795516313387434,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.4086090935482878,1,2.021106821313858,2,0.34614066918110703,0,1.0064289546415963,0.1565371127156054,0
1482-3-14-2-2,1.0501830120617153,2020,0.02801108498195164,0.6783770795409714,0,0,0.49410889327885776,0,1.0428840931602708,0,0.0596549650274217,0,0,0,0.12151838914492728,0.8617107389879218,0,0.16970882291997166,0,0.6441197433181411,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.508994120983026,1,1.9529338033967985,1,0.34614066918110703,0,3.379163176770951,2.311067524392539,2
1482-3-14-2-3,1.0500381608429552,2020,0.8543132409061908,0.4479040896546891,0,0,0.49410889327885776,0,1.0283803118358623,0,0,0,0,0,0.12150391620263444,0.906876395633228,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.5090352119945283,1,2.0923072179336306,2,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-2-4,1.0500336805084347,2020,2.478909337599285,0.005229811882378729,0,3.5160371486764883,0.0485991575193278,0,1.0261661839231002,0,0.00441865945500135,0,0.00441829412099719,0,0.669388809195612,0.3424177392248519,0.00552268192663788,0.16970882291997166,0,0.46404503717880846,0,0.08979704389253033,0,0.3090456489484265,0,0.10887867008910741,0,0.04649814013438984,0,0.35048530828397484,0,0.27873969690500877,0,2.274633867918278,1.308114069126932,1
1482-3-14-3-1,1.050178532503247,2020,3.83043335368111,0.3821981867755619,0,0,0.49410889327885776,0,1.0296216858096696,0,0.04971227198156714,0,0,0,0.15244816523963198,0.8031580553570368,0.02430319323143363,0.16970882291997166,0,0.44464691213354873,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.4211795108258345,1,1.7722503360441895,1,0.04953498466547871,0,2.1229838889513855,1.1704102805748722,1
1482-3-14-3-2,1.0501755461145938,2020,1.2745074628898263,0.3307031142255655,0,0,0.49410889327885776,0,1.0727033993599424,0,0.03424525920197367,0,0,0,0.09279627465662356,0.9445572036818872,0.001104661819458,0.16970882291997166,0,0.13434377646547882,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.5905408246823272,1,2.208583682626508,2,0.33265894387865413,0,1.0068783995481587,0.15694522531015168,0
1482-3-14-3-3,1.0500306936076285,2020,2.9203166942731276,0.12834757518608317,0,0.11612914377674675,0.47939441161377244,0,1.0692417535366756,0,0.04528842502328753,0,0,0,0.7135723228048713,0.28939266250914447,0.02098834319937229,0.16970882291997166,0,0.35589457175396727,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.1719422432889657,0,0.1868590810382862,0,0.0899907121685846,0,0.9941030745383236,0.14534475780054362,0
1482-3-14-3-4,1.0500262132324278,2020,1.2535163455561869,0.33655797680610217,0,0,0.49410889327885776,0,1.0338922221636806,0.00883624723815918,0,0,0,0,0.397634596590491,0.6230027675891832,0.00441861074584722,0.2275449439954941,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.7250557878805897,0,1.2163222378377225,1,0.2922142138219396,0,0,0.7573375934120709,0
1482-3-14-4-1,1.0501710665091872,2020,3.6693047291688567,0.33725603627848877,0,0.11612231734632111,0.4793952765765378,0,1.0340346955414998,0,0.07843507443240283,0,0.00110468008506298,0,0.15576275940740103,0.7876852711741018,0.01104691044253111,0.16970882291997166,0,1.0208910642964004,1,0.08979704389253033,0,0.3369515382061408,0,0.10887867008910741,0,1.4117688447485663,1,1.7245039968089944,1,0.21131984944817273,0,2.036834934587418,1.0921838444320306,1
1482-3-14-4-2,1.0501680800954998,2020,3.8304541810933417,0.3822039959773584,0,0,0.49410889327885776,0,1.0296098018679387,0,0.06075759342181685,0,0,0,0.07954069201707835,0.8837881160037285,0.0055234004253149,0.16970882291997166,0,0.6662409539961902,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.6281755562863942,1,2.021060775243442,2,0.2787309280658734,0,1.0063698935904966,0.15648348309727173,0
1482-3-14-4-3,1.050023226312846,2020,0.8403391229670265,0.4518017640336944,0,3.692038905004608,0.026298341959267772,0,1.0327818669951006,0,0,0,0,0,0.4241592309327431,0.6086226360623576,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.6497480838353057,0,1.1719476359555485,1,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-4-4,1.0425186119977012,2020,1.0015877242220144,0.40682614950846085,0,1.3005951283780517,0.3293131964552486,0,1.0824851152215351,0,0,0,0.00220922012907266,0,0.32583850745704834,0.7544373876354143,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.32764955800730483,0,0.10887867008910741,0,0.9288964351183702,0,1.6219067714149211,1,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-5-1,1.0501636004525423,2020,2.2548590737434013,0.05726250261233302,0,0,0.49410889327885776,0,1.0649590165795173,0,0.06738684893891218,0,0,0,0.03645474719622731,0.9578031305789736,0.00331428986540436,0.16970882291997166,0,0.7992387605806365,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.7505034850794208,1,2.2494583249426863,2,0.3056917781711794,0,2.0005295068973363,1.0592171736023661,1
1482-3-14-5-2,1.0501606140054762,2020,5.245004153507603,0.7767516310627546,0,1.2891815038705927,0.33075939301784485,0,1.0329186489293023,0,0.07732959070262313,0,0.00110466790807247,0,0.0386638334160149,0.8815740862015831,0.03424647070100902,0.16970882291997166,0,0.9987125691552275,0,0.08979704389253033,0,0.3369516407557272,0,0.10887867008910741,0,1.7442315339149415,1,2.014228661723326,2,0.07181666621049387,0,3.2364494458661155,2.181478179521707,2
1482-3-14-5-3,1.050015758947134,2020,8.004148169776808,1.546334726540861,1,0,0.49410889327885776,0,1.0305673127330557,0,0.03534653561109304,0,0.00883642990714311,0,0.44623223912185567,0.5114333303005992,0.02871877779236437,0.16970882291997166,0,0.15643786327181275,0,0.08979704389253033,0,0.2718379335546893,0,0.10887867008910741,0,0.5870792625936523,0,0.8720382267587227,0,0.004354537948264023,0,0.9943725293551422,0.14558943273800357,0
1482-3-14-5-4,1.042511197933033,2020,13.739938474285692,3.146166859814535,2,0.2695912897627636,0.45994954308243274,0,1.033875123719575,0,0.03976454962953925,0,0.00220925057411193,0,0.4793739144996722,0.4595062842557726,0.05302112476047873,0.16970882291997166,0,0.24507318173214834,0,0.08979704389253033,0,0.32764930161175454,0,0.10887867008910741,0,0.4929847145326525,0,0.7118003324906469,0,0.30094989433504515,0,3.073107370877753,2.0331575354366676,2
1482-3-14-6-1,1.0498962721721827,2020,0.8473419395007786,0.44984853172927947,0,17.2057687059328,1.6859981834069242,1,1.0668969609151495,0,0.00552247487911581,0,0,0,1.0613744860360337,0,0,0.16970882291997166,0,0.4419000120092812,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1594085373369634,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-6-2,1.049893284793645,2020,1.1764199858875173,0.35806176739262413,0,0.10549143639575112,0.48074229333515256,0,1.0315520876643685,0,0.04307366948714852,0,0.00331318164122104,0,0.838269126965883,0.14689610957011587,0,0.16970882291997166,0,0.311461584117927,0,0.08979704389253033,0,0.31835244996493556,0,0.10887867008910741,0,0.525976530886722,0,0.25286066661880535,0,0.34614066918110703,0,2.28197112144635,1.3147765666443438,1
1482-3-14-6-3,1.0497483839158714,2020,1.358529176621602,0.30726769724124,0,13.43628860966565,1.2083752202164117,1,1.0645365170670789,0,0.00662592475247383,0,0,0,1.057910592314605,0,0,0.16970882291997166,0,0.41976232061180074,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1495739858083063,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-6-4,1.0497439020490646,2020,0.0560249403185605,0.6705634281407177,0,0,0.49410889327885776,0,1.0291954864246875,0,0.03865039321851728,0,0,0,0.7995014640789957,0.19104362912717476,0,0.16970882291997166,0,0.22272069305890324,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.4159088992073493,0,0.11662904726431694,0,0.34614066918110703,0,1.988328001827576,1.0481377558168221,1
1482-3-14-7-1,1.0498888036955891,2020,0.9453475000508212,0.4225127267776579,0,0,0.49410889327885776,0,1.042590989955098,0,0.00662657644379139,0,0,0,0.748801389505535,0.28716302400577154,0,0.16970882291997166,0,0.4197492462151988,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.27196323112437787,0,0.1799788017624136,0,0.34614066918110703,0,1.0062898111132703,0.15641076524669362,0
1482-3-14-7-2,1.049885816281587,2020,0.4551690960458435,0.5592337573821954,0,5.801672554652697,0.24100893895439301,0,1.063572244610251,0,0.01325311025601625,0,0,0,0.696886667521983,0.35343246683225144,0,0.16970882291997166,0,0.2868060431645896,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.12456898363788894,0,0.38447485500732403,0,0.34614066918110703,0,2.1005054566558825,1.1499990328523946,1
1482-3-14-7-3,1.0497409141270817,2020,0.4061618574404188,0.5729029033797985,0,0,0.49410889327885776,0,1.074467942513378,0,0,0,0,0,0.6702936897756476,0.4041742527377304,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.04906724167367486,0,0.54105524122603,0,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-7-4,1.0572345495894402,2020,1.773092697268815,0.19163724242961425,0,9.302115235963688,0.6845427322703318,0,1.033607202245953,0,0,0,0,0,1.033607202245953,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.080572751598201,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-8-1,1.0423821827469022,2020,2.5249464820020697,0.01807053635618634,0,0,0.49410889327885776,0,1.033749724389553,0,0.03975953779891132,0,0,0,0.5466818404169375,0.44178640722388096,0.00552193894982337,0.16970882291997166,0,0.2449726331141672,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.30188668469836305,0,0.657119852884154,0,0.2787487644849168,0,2.3717668322538348,1.3963143924861485,1
1482-3-14-8-2,1.0498783477038145,2020,2.380987693016527,0.022082587147158918,0,0,0.49410889327885776,0,1.0337440239776363,0,0.0033133278076946703,0,0,0,0.6958010680182573,0.3224806803518826,0.01214894779980182,0.16970882291997166,0,0.48622048120281164,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.12148679200111079,0,0.2889629885097011,0,0.19787015410968933,0,0.8895914375571146,0.050444326833573444,0
1482-3-14-8-3,1.060024194290787,2020,1.282926396097768,0.32835489730010325,0,0.7266305919660092,0.402039046080735,0,1.0336015008480548,0,0.04527491090017557,0,0,0,0.48037303907444967,0.50684930317551,0.0011042476979196,0.16970882291997166,0,0.35562344798642376,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.49014803913080335,0,0.8578927108909812,0,0.3326639979800309,0,1.126056296516202,0.2651631626680556,0
1482-3-14-8-4,1.0497289623233677,2020,5.560262584143818,0.8646838149190524,0,7.243076198026889,0.4236461891109173,0,1.066726342894111,0,0,0,0,0,0.6978931028533907,0.3434345805690892,0.02539865947163104,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.12742641545392844,0,0.35362310502412925,0,0.03616548581224725,0,0,0.7573375934120709,0
1482-3-14-9-1,1.0498738665306568,2020,1.176495706609042,0.35804064729634816,0,0,0.49410889327885776,0,1.065768985965403,0,0,0,0,0,1.0017083918461522,0.06406059411925076,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.9900068971555546,0,0.508476758375669,0,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-9-2,1.0498708790582418,2020,10.259259640944114,2.1753325810913395,2,12.57633013588359,1.0994116751176266,1,1.0271121612225207,0.01546172139754891,0.00331332780751585,0,0.0077312200162708705,0,0.7753013429477843,0.02650776128193736,0.19879678777146345,0.5254083351478406,0,0.48622048120639916,0,0.08979704389253033,0,0.28114555492722976,0,0.10887867008910741,0,0.34720086212401685,0,0.6243583136726442,0,2.0800531546082266,2,0.9146440758355532,0.07319304877647928,0
1482-3-14-9-3,1.060016651134789,2020,1.3523255191240928,0.3089980273407448,0,0.1045104522587602,0.4808665917896839,0,1.0435342479797656,0,0,0,0,0,1.0435342479797656,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.1087572314488845,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-9-4,1.0497214923718572,2020,0.02801272935414536,0.6783766208911018,0,0,0.49410889327885776,0,1.0302775193200753,0,0,0,0,0,1.0302775193200753,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.0711192461092598,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
1482-3-14-a-1,1.0498663978464902,2020,9.089645619385305,1.849102716351288,1,5.295431487722199,0.17686418893554726,0,1.033732623027207,0.04086326177427173,0.016566894818633788,0,0.1192779556842148,0,0.7487919677247719,0,0.10823254302531483,1.6673928595884024,1,0.22032405628310645,0,0.08979704389253033,0,0.6582549965107363,0,0.10887867008910741,0,0.2719364811730634,0,0.7061566860643979,0,0.9747716572439501,0,2.83162418286042,1.8138818712516045,1
1482-3-14-a-2,1.0498634103532136,2020,1.9187688130616456,0.15100512048598924,0,0,0.49410889327885776,0,1.0734886100885932,0,0.04969849196445943,0,0,0,0.9067171864708724,0.11596859867930422,0.00110433297395706,0.16970882291997166,0,0.4443704539331829,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,0.720311583395426,0,0.348297622840396,0,0.33266295723788547,0,5.0222606029676635,3.803060745155347,2
1482-3-14-a-3,1.0497185043685138,2020,6.1765247168755195,1.0365722400745045,1,4.242957211558878,0.04350736793502874,0,1.073340602762104,0,0,0,0.03091907561290264,0,1.0214395965591678,0,0.020981930590033518,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.08586700908987568,0,0.10887867008910741,0,1.0460269615911924,1,0.7061566860643979,0,0.090068974163391,0,0,0.7573375934120709,0
1482-3-14-a-4,1.0497140223421155,2020,9.502728795580577,1.9643202720684916,1,3.286376574552667,0.07769896999736135,0,1.033584396435502,0,0.04085703076642752,0,0.04527402766254546,0,0.9010757875481574,0,0.046377550458371636,0.16970882291997166,0,0.2669908155548805,0,0.08979704389253033,0,0.035024470078486296,0,0.10887867008910741,0,0.7042947442944074,0,0.7061566860643979,0,0.21986911269692488,0,2.9829401127530004,1.951282330891861,1
1482-3-14-b-1,1.0495989756011963,2020,1.092484288472533,0.3814731926233667,0,9.42984072349202,0.7007265624724455,0,1.033470358036283,0,0,0,0,0,1.033470358036283,0,0,0.16970882291997166,0,0.552693304551115,0,0.08979704389253033,0,0.3462546977729064,0,0.10887867008910741,0,1.0801842288721506,1,0.7061566860643979,0,0.34614066918110703,0,0,0.7573375934120709,0
